m1,m2,Xieff,VT
20.0,5.000000000000001,-1.0,268772574.071629
20.0,5.000000000000001,-0.9487179487179487,277853551.7953178
20.0,5.000000000000001,-0.8974358974358975,287248807.0181368
20.0,5.000000000000001,-0.8461538461538461,296969574.0470781
20.0,5.000000000000001,-0.7948717948717949,307027451.6416959
20.0,5.000000000000001,-0.7435897435897436,317434523.2268214
20.0,5.000000000000001,-0.6923076923076923,328203317.1026012
20.0,5.000000000000001,-0.641025641025641,339346826.724292
20.0,5.000000000000001,-0.5897435897435898,350878541.2914001
20.0,5.000000000000001,-0.5384615384615385,362812457.136132
20.0,5.000000000000001,-0.4871794871794872,375163105.39197266
20.0,5.000000000000001,-0.4358974358974359,387945566.27499974
20.0,5.000000000000001,-0.3846153846153846,401175505.97053444
20.0,5.000000000000001,-0.33333333333333337,414869131.800845
20.0,5.000000000000001,-0.28205128205128205,429043437.5672847
20.0,5.000000000000001,-0.23076923076923084,443715817.69710976
20.0,5.000000000000001,-0.17948717948717952,458904647.95604163
20.0,5.000000000000001,-0.1282051282051282,474628798.0028843
20.0,5.000000000000001,-0.07692307692307698,490907901.5416251
20.0,5.000000000000001,-0.02564102564102566,507762384.6067682
20.0,5.000000000000001,0.02564102564102555,525213515.77792734
20.0,5.000000000000001,0.07692307692307687,543283363.0356619
20.0,5.000000000000001,0.1282051282051282,561994866.2607261
20.0,5.000000000000001,0.17948717948717952,581371880.1399788
20.0,5.000000000000001,0.23076923076923084,601439204.1647613
20.0,5.000000000000001,0.28205128205128194,622222645.5867008
20.0,5.000000000000001,0.33333333333333326,643749064.8853217
20.0,5.000000000000001,0.3846153846153846,666046347.40377
20.0,5.000000000000001,0.4358974358974359,689143589.9121648
20.0,5.000000000000001,0.4871794871794872,713071017.2473927
20.0,5.000000000000001,0.5384615384615383,737860122.4913435
20.0,5.000000000000001,0.5897435897435896,763543619.3730499
20.0,5.000000000000001,0.641025641025641,790155683.5880011
20.0,5.000000000000001,0.6923076923076923,817731861.0363699
20.0,5.000000000000001,0.7435897435897436,846309171.5211327
20.0,5.000000000000001,0.7948717948717947,875925182.5908158
20.0,5.000000000000001,0.846153846153846,906622105.0667996
20.0,5.000000000000001,0.8974358974358974,938440743.9571561
20.0,5.000000000000001,0.9487179487179487,971425150.6741735
20.0,5.000000000000001,1.0,1005620387.4741986
20.0,5.3205198960916364,-1.0,302369006.5640962
20.0,5.3205198960916364,-0.9487179487179487,312631707.1350703
20.0,5.3205198960916364,-0.8974358974358975,323251407.47165865
20.0,5.3205198960916364,-0.8461538461538461,334240931.8652921
20.0,5.3205198960916364,-0.7948717948717949,345613593.4384552
20.0,5.3205198960916364,-0.7435897435897436,357383205.2015899
20.0,5.3205198960916364,-0.6923076923076923,369564104.2346086
20.0,5.3205198960916364,-0.641025641025641,382171183.7303349
20.0,5.3205198960916364,-0.5897435897435898,395219885.56605124
20.0,5.3205198960916364,-0.5384615384615385,408726213.93165416
20.0,5.3205198960916364,-0.4871794871794872,422706922.5856136
20.0,5.3205198960916364,-0.4358974358974359,437179276.9945206
20.0,5.3205198960916364,-0.3846153846153846,452161148.8606127
20.0,5.3205198960916364,-0.33333333333333337,467671389.49669456
20.0,5.3205198960916364,-0.28205128205128205,483729290.49752647
20.0,5.3205198960916364,-0.23076923076923084,500355005.33426464
20.0,5.3205198960916364,-0.17948717948717952,517569502.3802342
20.0,5.3205198960916364,-0.1282051282051282,535394532.39344907
20.0,5.3205198960916364,-0.07692307692307698,553852738.8905054
20.0,5.3205198960916364,-0.02564102564102566,572967636.1137482
20.0,5.3205198960916364,0.02564102564102555,592763673.6144234
20.0,5.3205198960916364,0.07692307692307687,613266305.17156
20.0,5.3205198960916364,0.1282051282051282,634501968.396676
20.0,5.3205198960916364,0.17948717948717952,656498211.3645182
20.0,5.3205198960916364,0.23076923076923084,679283635.9118005
20.0,5.3205198960916364,0.28205128205128194,702888089.7769107
