m1,m2,Xieff,VT
10.0,5.000000000000001,-1.0,200759423.01744616
10.0,5.000000000000001,-0.9487179487179487,206886825.33593032
10.0,5.000000000000001,-0.8974358974358975,213203953.53136593
10.0,5.000000000000001,-0.8461538461538461,219716783.18433452
10.0,5.000000000000001,-0.7948717948717949,226431501.50006515
10.0,5.000000000000001,-0.7435897435897436,233354441.46731514
10.0,5.000000000000001,-0.6923076923076923,240492200.69330403
10.0,5.000000000000001,-0.641025641025641,247851560.88220128
10.0,5.000000000000001,-0.5897435897435898,255439538.78207594
10.0,5.000000000000001,-0.5384615384615385,263263364.2962256
10.0,5.000000000000001,-0.4871794871794872,271330521.46794003
10.0,5.000000000000001,-0.4358974358974359,279648741.3029243
10.0,5.000000000000001,-0.3846153846153846,288225965.6574777
10.0,5.000000000000001,-0.33333333333333337,297070371.4640211
10.0,5.000000000000001,-0.28205128205128205,306190604.2281843
10.0,5.000000000000001,-0.23076923076923084,315595421.86079204
10.0,5.000000000000001,-0.17948717948717952,325293839.79712486
10.0,5.000000000000001,-0.1282051282051282,335294519.19013333
10.0,5.000000000000001,-0.07692307692307698,345608583.1222076
10.0,5.000000000000001,-0.02564102564102566,356245033.2217665
10.0,5.000000000000001,0.02564102564102555,367214804.10818803
10.0,5.000000000000001,0.07692307692307687,378528268.6576717
10.0,5.000000000000001,0.1282051282051282,390196537.23782617
10.0,5.000000000000001,0.17948717948717952,402230909.05770564
10.0,5.000000000000001,0.23076923076923084,414643467.92726773
10.0,5.000000000000001,0.28205128205128194,427445910.381037
10.0,5.000000000000001,0.33333333333333326,440651886.7611933
10.0,5.000000000000001,0.3846153846153846,454272808.5033953
10.0,5.000000000000001,0.4358974358974359,468322937.74585384
10.0,5.000000000000001,0.4871794871794872,482816196.3681059
10.0,5.000000000000001,0.5384615384615383,497766953.1816616
10.0,5.000000000000001,0.5897435897435896,513190100.4850199
10.0,5.000000000000001,0.641025641025641,529100949.59030926
10.0,5.000000000000001,0.6923076923076923,545515560.4183149
10.0,5.000000000000001,0.7435897435897436,562450259.7605114
10.0,5.000000000000001,0.7948717948717947,579922182.2515252
10.0,5.000000000000001,0.846153846153846,597948915.8212423
10.0,5.000000000000001,0.8974358974358974,616548605.1840928
10.0,5.000000000000001,0.9487179487179487,635740239.1045836
10.0,5.000000000000001,1.0,655543129.5300529
10.0,5.3205198960916364,-1.0,222863395.68029585
10.0,5.3205198960916364,-0.9487179487179487,229694786.31357753
10.0,5.3205198960916364,-0.8974358974358975,236738665.6565088
10.0,5.3205198960916364,-0.8461538461538461,244001776.08941498
10.0,5.3205198960916364,-0.7948717948717949,251491072.55392194
10.0,5.3205198960916364,-0.7435897435897436,259213736.3466966
10.0,5.3205198960916364,-0.6923076923076923,267177171.7488899
10.0,5.3205198960916364,-0.641025641025641,275389046.98149794
10.0,5.3205198960916364,-0.5897435897435898,283857271.22783744
10.0,5.3205198960916364,-0.5384615384615385,292589990.7919597
10.0,5.3205198960916364,-0.4871794871794872,301595578.0651224
10.0,5.3205198960916364,-0.4358974358974359,310882932.3414872
10.0,5.3205198960916364,-0.3846153846153846,320460919.6599565
10.0,5.3205198960916364,-0.33333333333333337,330338879.5928661
10.0,5.3205198960916364,-0.28205128205128205,340525684.9992076
10.0,5.3205198960916364,-0.23076923076923084,351032697.0321392
10.0,5.3205198960916364,-0.17948717948717952,361869174.96111614
10.0,5.3205198960916364,-0.1282051282051282,373046310.88694924
10.0,5.3205198960916364,-0.07692307692307698,384574751.69983506
10.0,5.3205198960916364,-0.02564102564102566,396465894.7946962
10.0,5.3205198960916364,0.02564102564102555,408731330.50326365
10.0,5.3205198960916364,0.07692307692307687,421383449.1319965
10.0,5.3205198960916364,0.1282051282051282,434435070.06894845
10.0,5.3205198960916364,0.17948717948717952,447897770.14176047
10.0,5.3205198960916364,0.23076923076923084,461785696.10912997
10.0,5.3205198960916364,0.28205128205128194,476112673.74380296
10.0,5.3205198960916364,0.33333333333333326,490893001.2342607
10.0,5.3205198960916364,0.3846153846153846,506141422.92692363
10.0,5.3205198960916364,0.4358974358974359,521873235.34829855
10.0,5.3205198960916364,0.4871794871794872,538104170.5745492
10.0,5.3205198960916364,0.5384615384615383,554850722.0297179
10.0,5.3205198960916364,0.5897435897435896,572129637.3619331
10.0,5.3205198960916364,0.641025641025641,589958557.7242296
10.0,5.3205198960916364,0.6923076923076923,608355538.6212211
10.0,5.3205198960916364,0.7435897435897436,627339342.1689123
10.0,5.3205198960916364,0.7948717948717947,646929172.0883224
10.0,5.3205198960916364,0.846153846153846,667145204.4610455
10.0,5.3205198960916364,0.8974358974358974,688008207.7352014
10.0,5.3205198960916364,0.9487179487179487,709539613.2230821
10.0,5.3205198960916364,1.0,731761775.7267408
10.0,5.66158639294139,-1.0,246819918.43231866
10.0,5.66158639294139,-0.9487179487179487,254419770.53169215
10.0,5.66158639294139,-0.8974358974358975,262257193.98558468
10.0,5.66158639294139,-0.8461538461538461,270339762.1441877
10.0,5.66158639294139,-0.7948717948717949,278675312.47994757
10.0,5.66158639294139,-0.7435897435897436,287271891.6200598
10.0,5.66158639294139,-0.6923076923076923,296137790.4137548
10.0,5.66158639294139,-0.641025641025641,305281764.596013
10.0,5.66158639294139,-0.5897435897435898,314712698.9496285
10.0,5.66158639294139,-0.5384615384615385,324439724.9515823
10.0,5.66158639294139,-0.4871794871794872,334471680.4885458
10.0,5.66158639294139,-0.4358974358974359,344819784.28119385
10.0,5.66158639294139,-0.3846153846153846,355493199.9382916
10.0,5.66158639294139,-0.33333333333333337,366503016.2089806
10.0,5.66158639294139,-0.28205128205128205,377859779.1941832
10.0,5.66158639294139,-0.23076923076923084,389574680.53161734
10.0,5.66158639294139,-0.17948717948717952,401659384.41386783
10.0,5.66158639294139,-0.1282051282051282,414125994.1801037
10.0,5.66158639294139,-0.07692307692307698,426986451.27055925
10.0,5.66158639294139,-0.02564102564102566,440254604.0738352
10.0,5.66158639294139,0.02564102564102555,453942079.47117454
10.0,5.66158639294139,0.07692307692307687,468063363.3472365
10.0,5.66158639294139,0.1282051282051282,482632596.0185965
10.0,5.66158639294139,0.17948717948717952,497664420.2595162
10.0,5.66158639294139,0.23076923076923084,513173946.0954764
10.0,5.66158639294139,0.28205128205128194,529176762.773933
10.0,5.66158639294139,0.33333333333333326,545689209.8227925
10.0,5.66158639294139,0.3846153846153846,562727925.7707354
10.0,5.66158639294139,0.4358974358974359,580310268.6499736
10.0,5.66158639294139,0.4871794871794872,598454218.7360015
10.0,5.66158639294139,0.5384615384615383,617178361.8685839
10.0,5.66158639294139,0.5897435897435896,636501689.2911205
10.0,5.66158639294139,0.641025641025641,656444204.9760939
10.0,5.66158639294139,0.6923076923076923,677026465.1973628
10.0,5.66158639294139,0.7435897435897436,698269772.7712443
10.0,5.66158639294139,0.7948717948717947,720196149.3798558
10.0,5.66158639294139,0.846153846153846,742828497.7379373
10.0,5.66158639294139,0.8974358974358974,766190318.2132577
10.0,5.66158639294139,0.9487179487179487,790306126.1968744
10.0,5.66158639294139,1.0,815201329.1298072
10.0,6.024516609417269,-1.0,272655887.5500146
10.0,6.024516609417269,-0.9487179487179487,281091004.51572233
10.0,6.024516609417269,-0.8974358974358975,289791163.7586639
10.0,6.024516609417269,-0.8461538461538461,298764816.72085136
10.0,6.024516609417269,-0.7948717948717949,308020888.60672534
10.0,6.024516609417269,-0.7435897435897436,317568434.41675645
10.0,6.024516609417269,-0.6923076923076923,327416775.452938
10.0,6.024516609417269,-0.641025641025641,337574890.85786986
10.0,6.024516609417269,-0.5897435897435898,348054242.0719129
10.0,6.024516609417269,-0.5384615384615385,358864174.93123776
10.0,6.024516609417269,-0.4871794871794872,370015988.3727622
10.0,6.024516609417269,-0.4358974358974359,381520445.1947237
10.0,6.024516609417269,-0.3846153846153846,393389013.9215185
10.0,6.024516609417269,-0.33333333333333337,405633441.4612874
10.0,6.024516609417269,-0.28205128205128205,418266229.1667333
10.0,6.024516609417269,-0.23076923076923084,431300318.9494835
10.0,6.024516609417269,-0.17948717948717952,444747439.51958996
10.0,6.024516609417269,-0.1282051282051282,458621870.5090091
10.0,6.024516609417269,-0.07692307692307698,472937594.94438225
10.0,6.024516609417269,-0.02564102564102566,487709068.2597605
10.0,6.024516609417269,0.02564102564102555,502951207.1261193
10.0,6.024516609417269,0.07692307692307687,518679479.17757535
10.0,6.024516609417269,0.1282051282051282,534909804.42465514
10.0,6.024516609417269,0.17948717948717952,551658874.0250037
10.0,6.024516609417269,0.23076923076923084,568943644.9501362
10.0,6.024516609417269,0.28205128205128194,586781968.2147123
10.0,6.024516609417269,0.33333333333333326,605192135.3017793
10.0,6.024516609417269,0.3846153846153846,624193136.6052797
10.0,6.024516609417269,0.4358974358974359,643804440.0975431
10.0,6.024516609417269,0.4871794871794872,664046483.0996858
10.0,6.024516609417269,0.5384615384615383,684940312.6935494
10.0,6.024516609417269,0.5897435897435896,706507654.112171
10.0,6.024516609417269,0.641025641025641,728771104.7584134
10.0,6.024516609417269,0.6923076923076923,751754077.02771
10.0,6.024516609417269,0.7435897435897436,775480615.675569
10.0,6.024516609417269,0.7948717948717947,799975839.9801221
10.0,6.024516609417269,0.846153846153846,825265735.4745244
10.0,6.024516609417269,0.8974358974358974,851377171.7405052
10.0,6.024516609417269,0.9487179487179487,878338018.606662
10.0,6.024516609417269,1.0,906177178.0654676
10.0,6.410712096947821,-1.0,300372730.79086053
10.0,6.410712096947821,-0.9487179487179487,309711467.0173117
10.0,6.410712096947821,-0.8974358974358975,319345330.7037028
10.0,6.410712096947821,-0.8461538461538461,329283803.3713762
10.0,6.410712096947821,-0.7948717948717949,339536018.1844691
10.0,6.410712096947821,-0.7435897435897436,350113310.8027204
10.0,6.410712096947821,-0.6923076923076923,361026092.1618029
10.0,6.410712096947821,-0.641025641025641,372284947.07497513
10.0,6.410712096947821,-0.5897435897435898,383901123.80361056
10.0,6.410712096947821,-0.5384615384615385,395886288.19068074
10.0,6.410712096947821,-0.4871794871794872,408252390.781445
10.0,6.410712096947821,-0.4358974358974359,421012144.98834217
10.0,6.410712096947821,-0.3846153846153846,434178718.44568944
10.0,6.410712096947821,-0.33333333333333337,447764065.0653862
10.0,6.410712096947821,-0.28205128205128205,461782708.1080222
10.0,6.410712096947821,-0.23076923076923084,476248881.66270155
10.0,6.410712096947821,-0.17948717948717952,491177304.3638197
10.0,6.410712096947821,-0.1282051282051282,506583162.9002105
10.0,6.410712096947821,-0.07692307692307698,522482207.8561795
10.0,6.410712096947821,-0.02564102564102566,538890665.3139019
10.0,6.410712096947821,0.02564102564102555,555825525.3490056
10.0,6.410712096947821,0.07692307692307687,573304073.555271
10.0,6.410712096947821,0.1282051282051282,591344493.4012425
10.0,6.410712096947821,0.17948717948717952,609965431.0163352
10.0,6.410712096947821,0.23076923076923084,629186240.9107853
10.0,6.410712096947821,0.28205128205128194,649026774.2433516
10.0,6.410712096947821,0.33333333333333326,669507866.983129
10.0,6.410712096947821,0.3846153846153846,690650982.4628867
10.0,6.410712096947821,0.4358974358974359,712478279.6342717
10.0,6.410712096947821,0.4871794871794872,735012810.2273186
10.0,6.410712096947821,0.5384615384615383,758278458.9745605
10.0,6.410712096947821,0.5897435897435896,782299749.4614078
10.0,6.410712096947821,0.641025641025641,807102364.169737
10.0,6.410712096947821,0.6923076923076923,832712780.881087
10.0,6.410712096947821,0.7435897435897436,859158444.5623654
10.0,6.410712096947821,0.7948717948717947,886467822.9758034
10.0,6.410712096947821,0.846153846153846,914670435.460474
10.0,6.410712096947821,0.8974358974358974,943796792.1644026
10.0,6.410712096947821,0.9487179487179487,973705713.022457
10.0,6.410712096947821,1.0,1004948810.8410337
10.0,6.821664251985242,-1.0,329943067.68763554
10.0,6.821664251985242,-0.9487179487179487,340254015.2530946
10.0,6.821664251985242,-0.8974358974358975,350893134.97720367
10.0,6.821664251985242,-0.8461538461538461,361870978.7561142
10.0,6.821664251985242,-0.7948717948717949,373198279.2506406
10.0,6.821664251985242,-0.7435897435897436,384886439.35649633
10.0,6.821664251985242,-0.6923076923076923,396947286.54786706
10.0,6.821664251985242,-0.641025641025641,409392939.65197426
10.0,6.821664251985242,-0.5897435897435898,422236288.4724908
10.0,6.821664251985242,-0.5384615384615385,435490684.0944687
10.0,6.821664251985242,-0.4871794871794872,449168272.6083573
10.0,6.821664251985242,-0.4358974358974359,463283778.2398634
10.0,6.821664251985242,-0.3846153846153846,477851658.8553697
10.0,6.821664251985242,-0.33333333333333337,492886809.50159925
10.0,6.821664251985242,-0.28205128205128205,508404686.45585203
10.0,6.821664251985242,-0.23076923076923084,524421197.9205305
10.0,6.821664251985242,-0.17948717948717952,540953022.8360537
10.0,6.821664251985242,-0.1282051282051282,558017200.6746215
10.0,6.821664251985242,-0.07692307692307698,575631380.9219849
10.0,6.821664251985242,-0.02564102564102566,593814028.08085
10.0,6.821664251985242,0.02564102564102555,612584031.2446723
10.0,6.821664251985242,0.07692307692307687,631961112.4871278
10.0,6.821664251985242,0.1282051282051282,651965445.5360707
10.0,6.821664251985242,0.17948717948717952,672618186.6941992
